Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,price,url,Final de placa
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2019,49000,1.0,Flex,Manual,Elétrica,Prata,4 portas,78080300,Cuiabá,Parque Ohara,53900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/prisma-joy-19-19-887045465,6
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI PICK-UP,VW - VOLKSWAGEN,Pick-up,1983,0,1.6,Gasolina,Manual,Mecânica,Branco,2 portas,78030330,Cuiabá,Cidade Alta,23000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kombi-819430528,4
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,Hatch,2013,82170,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78000014,Cuiabá,,29500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-trend-2013-14-887032975,7
"Carros, vans e utilitários", ,,,2018,88000,,,,,,4 portas,78088550,Cuiabá,Altos do Coxipó,39900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-3-18-18-melhor-preco-de-mt-887009026,2
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX CITY 1.0MI/ 1.0MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,Hatch,2008,130000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78360000,Campo Novo do Parecis,,17000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-2008-flex-completo-887046139,0
"Carros, vans e utilitários",GM - CHEVROLET VECTRA GT 2.0 MPFI 8V FLEXPOWER MEC.,GM - CHEVROLET,Hatch,2008,700,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,78820000,Jaciara,,23000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/vectra-gt-887005671,8
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP ADVANTAGE 2.4 MPFI F.POWER CS,GM - CHEVROLET,Pick-up,2009,140000,,Flex,Manual,Hidráulica,Prata,2 portas,78455000,Lucas do Rio Verde,,43000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s10-flex-advantag-886998066,9
"Carros, vans e utilitários",FIAT UNO ECONOMY 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2013,116500,1.4,Flex,Manual,Hidráulica,Azul,4 portas,78360000,Campo Novo do Parecis,,27000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-1-4-completo-a-venda-886990620,1
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Passeio,2013,141000,1.5,Flex,Manual,Hidráulica,Prata,4 portas,78055508,Cuiabá,Morada da Serra,32000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/venda-de-carro-de-passeio-em-otimo-estado-de-conservacao-unico-dono-887001381,8
"Carros, vans e utilitários",TOYOTA COROLLA SE-G 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2009,83000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,78065085,Cuiabá,Pico do Amor,52500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corolla-2-dono-impecavel-o-mais-novo-e-menos-rodado-de-mato-grosso-886995937,7
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2017,73000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,78028245,Cuiabá,Coophamil,79900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-16-17-886978471,9
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.8 MI T. FIELD TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2007,200000,1.8,Flex,Manual,Hidráulica,Prata,4 portas,78278000,Lambari D'Oeste,,20900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/parati-track-field-1-8-886970809,7
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2015,118000,1.6,Flex,Manual,Hidráulica,,,78700362,Rondonópolis,Centro,36500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cs-trendline-1-6-2015-886970715,7
"Carros, vans e utilitários",FIAT DOBLO ADV.EXT./ADV.EXT.LOC. 1.8 16V FLEX,FIAT,Passeio,2012,120000,1.8,,Manual,Hidráulica,Prata,4 portas,78606000,Barra do Garças,Jardim Nova Barra do Garças,45000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/doblo-adventury-2012-886961498,9
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,HYUNDAI,Sedã,2014,70467,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78690000,Nova Xavantina,,42500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/hb20s-comfort-plus-1-6-flex-2014-886964189,9
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V AUT.,KIA MOTORS,Sedã,2011,87000,1.6,Gasolina,Automático,Hidráulica,Cinza,4 portas,78070473,Cuiabá,Praeiro,36900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-ex3-automatico-886962765,4
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT,VW - VOLKSWAGEN,Pick-up,2014,140000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,78048250,Cuiabá,Residencial Paiaguás,105900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/amarock-886937864,8
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2018,50500,1.8,Flex,Automático,Elétrica,Cinza,4 portas,78840000,Campo Verde,,78000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-886941262,0
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,Passeio,2004,0,1.0,Gasolina,Manual,Mecânica,Cinza,4 portas,78000000,Cuiabá,,10000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g3-2004-so-falta-pintura-886936979,0
"Carros, vans e utilitários",GM - CHEVROLET S10 BLAZER ADVANT. 2.4/2.4 MPFI F.POWER,GM - CHEVROLET,Pick-up,2009,128000,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,78148594,Várzea Grande,Paiaguás,34800.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/venda-ou-troca-por-strada-acima-de-2013-886950470,1
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2019,1000,1.0,Flex,Manual,Elétrica,Branco,4 portas,78028022,Cuiabá,Coophamil,40990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-fireflay-886940505,5
"Carros, vans e utilitários",GM - CHEVROLET COBALT,GM - CHEVROLET,,2019,14744,,,,,,,78711000,Rondonópolis,Loteamento Zé Sobrinho,49000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/financiamento-de-veiculos-em-ate-60x-886921815,
"Carros, vans e utilitários",CHANA UTILITY,CHANA,Pick-up,2012,220000,1.0,,Manual,Hidráulica,Azul,4 portas,78040000,Cuiabá,Santa Rosa,19900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/chana-cd-2012-886918536,8
"Carros, vans e utilitários",RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 5P,RENAULT,,2012,112000,1.0,Flex,Manual,Mecânica,Branco,4 portas,78015635,Cuiabá,Poção,19900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/clio-1-0-flex-2012-com-ar-886896892,5
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2018,84740,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78138002,Várzea Grande,Marajoara,36900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-2018-18-886918085,
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.6 8V 4P,RENAULT,Sedã,2014,45000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78400000,Diamantino,,40000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-logan-14-14-completo-886909779,3
"Carros, vans e utilitários",JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2020,9000,2.0 - 2.9,Flex,Automático,Assistida,Prata,4 portas,78575000,Juara,,147000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-2020-venda-ou-troca-884368040,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL COMFORTLINE 1.6 T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2014,113000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78015635,Cuiabá,Poção,37900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-comfortline-1-6-2014-886899306,1
"Carros, vans e utilitários",TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,Van/Utilitário,2000,401050,3.0 - 3.9,Diesel,Manual,Hidráulica,Preto,4 portas,78070195,Cuiabá,Jardim Shangri-Lá,37500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-4x4-3-0-8v-tb-diesel-7lugares-886904229,8
"Carros, vans e utilitários",FIAT LINEA ESSENCE 1.8 FLEX 16V 4P,FIAT,Sedã,2013,111111,,Flex,Manual,Hidráulica,Preto,4 portas,78150000,Várzea Grande,Jardim Maria Izabel,31999.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/linea-essence-2013-completo-31-999-886888029,2
"Carros, vans e utilitários", ,,,1965,666666,,Álcool,Manual,Mecânica,,,78076334,Cuiabá,Res Claúdio Marchetti,,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/solda-886857247,
"Carros, vans e utilitários",GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,GM - CHEVROLET,Sedã,2020,58000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,78008800,Cuiabá,Lixeira,69990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-1-0-lt-turbo-862326530,3
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2012,90000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,78490000,Jangada,,20700.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-886799137,0
"Carros, vans e utilitários",MERCEDES-BENZ GLE-53 AMG 3.0 TB 4MATIC+,MERCEDES-BENZ,Van/Utilitário,2011,670000,,Diesel,Automático,Hidráulica,Branco,,78550146,Sinop,Setor Comercial,185000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/scania-340-6x2-886816179,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,50000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78110400,Várzea Grande,Centro-Norte,45000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-msi-1-6-manual-886846059,0
"Carros, vans e utilitários",TOYOTA BAND.,TOYOTA,Pick-up,1980,0,2.0 - 2.9,Diesel,Manual,Mecânica,Verde,2 portas,78195000,Chapada dos Guimarães,,45000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-bandeirante-886794608,1
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI FURGÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2011,185000,1.4,Flex,Manual,Assistida,Branco,,78065400,Cuiabá,Jardim Europa,28000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kombi-furgao-10-11-886793129,2
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2011,134000,1.6,Flex,Manual,Hidráulica,Branco,2 portas,78700150,Rondonópolis,Centro,37800.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-2011-1-6-completona-886780845,9
"Carros, vans e utilitários",MITSUBISHI L200 GLS SPORT 2.5 4X4 121CV CD DTI DIES,MITSUBISHI,Pick-up,2003,0,2.0 - 2.9,,Manual,Hidráulica,Prata,4 portas,78560000,Porto dos Gaúchos,,33000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/l200-886772458,4
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI SURF 1.6 MI TOTAL FLEX,VW - VOLKSWAGEN,Sedã,2010,180,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78005015,Cuiabá,Centro Norte,19000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-parati-surf-2010-flex-886762961,4
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2018,32000,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,78550270,Sinop,Setor Comercial,80000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sv-2018-886770998,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2005,185000,1.0,Flex,Manual,Mecânica,Branco,4 portas,78715763,Rondonópolis,Jardim Liberdade II,9500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/gol-2005-886736270,6
"Carros, vans e utilitários",RENAULT DUSTER OROCH DYNA. 2.0 HI-FLEX 16V AUT.,RENAULT,Pick-up,2019,70000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,78890000,Sorriso,,74000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-oroch-2-0-dynamique-886733650,2
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2018,108000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78115802,Várzea Grande,Ponte Nova,47900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-2018-1-0-completo-886732559,6
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,1998,0,1.0,Gasolina,Manual,Mecânica,Azul,4 portas,78058331,Cuiabá,Cpa Iii,3600.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-886724904,7
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA 2.0 MI 2P E 4P,VW - VOLKSWAGEN,Sedã,2003,1,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 portas,78035200,Cuiabá,Barra do Pari,11500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/santana-2003-vendo-ou-troco-886720476,8
"Carros, vans e utilitários",BMW 125I M SPORT/ACTIVE FLEX 2.0 TB AUT. 5P,BMW,Hatch,2016,31745,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,78000000,Cuiabá,,135500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/bmw-125i-m-15-16-866824054,9
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.FLEX,VW - VOLKSWAGEN,Passeio,2010,138000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,78551064,Sinop,Jardim Iporã,23900.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/spacefox-1-6-sportline-completa-flex-manual-8v-2010-886718431,0
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2016,101000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78205735,Cáceres,Santa Isabel,30000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-1-0-886707384,3
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2014,150000,1.6,Flex,Manual,Hidráulica,Branco,2 portas,78035040,Cuiabá,Jardim Santa Isabel,51000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-2014-tel-nr-886696869,4
"Carros, vans e utilitários",FIAT TEMPRA STILE 2.0 I.E. TURBO 4P,FIAT,Sedã,1997,220,2.0 - 2.9,Álcool,Manual,Hidráulica,Vermelho,4 portas,78091408,Cuiabá,Residencial Aricá,15000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/tempra-turbo-style-97-original-886711079,9
"Carros, vans e utilitários",TOYOTA HILUX,TOYOTA,,2014,111000,,Flex,Automático,Hidráulica,Branco,4 portas,78320000,Juína,,106000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2-7-flex-4x4-auto-super-conservada-886697603,5
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,,2003,182000,,,,,,4 portas,78718078,Rondonópolis,Jardim Santa Clara II,12800.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-g3-886697147,
"Carros, vans e utilitários",FIAT UNO WAY 1.0 FLEX 6V 5P,FIAT,Hatch,2018,113000,1.0,Flex,Manual,Elétrica,Branco,4 portas,78048906,Cuiabá,Ribeirão do Lipa,37900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-way-17-18-1-0-848041018,6
"Carros, vans e utilitários",FORD FIESTA 1.6 16V FLEX AUT. 5P,FORD,Sedã,2015,113667,1.6,Flex,Automático,Hidráulica,Branco,4 portas,78210098,Cáceres,Centro,36000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-1-6-automatico-2015-2015-886692935,6
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,0,1.4,Flex,Manual,Hidráulica,Branco,4 portas,78008800,Cuiabá,Lixeira,31990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-ltz-flex-2012-2013-866773826,7
"Carros, vans e utilitários", ,,,2009,100000,,,,,,2 portas,78052065,Cuiabá,Doutor Fábio Leite,1500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-k-2009-1-500-886666382,
"Carros, vans e utilitários",FIAT UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,98230,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,78077000,Cuiabá,Santa Cruz,28950.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-way-celebration-1-0-evo-sem-detalhes-muito-novo-documento-2021-pago-886691420,3
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.8 MI,VW - VOLKSWAGEN,Van/Utilitário,1991,1111111,1.8,Gasolina,Manual,Hidráulica,Azul,2 portas,78000000,Cuiabá,,30000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-8-ap-886686171,7
"Carros, vans e utilitários",CHERY TIGGO 7 T 1.5 16V TURBO FLEX AUT.,CHERY,SUV,2021,20000,1.5,Flex,Automático,Elétrica,Cinza,4 portas,78028230,Cuiabá,Coophamil,97000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-agio-tiggo-7-t-2020-2021-886666334,
"Carros, vans e utilitários",HONDA CIVIC SED. LXL/LXL SE 1.8 FLEX 16V MEC.,HONDA,Sedã,2010,172000,1.8,Flex,Manual,Elétrica,Preto,4 portas,78840118,Campo Verde,,25000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-886659357,1
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,RENAULT,Hatch,2018,39000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78065310,Cuiabá,Jardim Paulista,38900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/sandero-authentique-hi-flex-1-0-886655957,1
"Carros, vans e utilitários",BMW 320I,BMW,SUV,2021,8200,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,78050000,Cuiabá,Bosque da Saúde,350000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/bmw-886656948,6
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,130000,1.0,Flex,Manual,Mecânica,Branco,4 portas,78056346,Cuiabá,Residencial Pádova,18500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-este-carro-886644446,5
"Carros, vans e utilitários",DODGE 2500 LARAMIE SLT 6.7 TDI  CD 4X4 DIESEL,DODGE,,2008,225000,4.0 ou mais,Diesel,Automático,Hidráulica,,,78455000,Lucas do Rio Verde,,115000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/dogde-ram-2500-2008-2008-886645573,2
"Carros, vans e utilitários",TOYOTA ETIOS X PLUS 1.5 FLEX 16V 5P MEC.,TOYOTA,Sedã,2018,34685,1.5,Flex,Manual,Hidráulica,Branco,4 portas,78705200,Rondonópolis,Cidade Salmen,57500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/etios-sedan-18-19-886641370,5
"Carros, vans e utilitários",FORD KA GL 1.0I ZETEC ROCAM,FORD,Hatch,2012,104000,1.0,Flex,Manual,Mecânica,Prata,2 portas,78380000,Denise,,16500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-886638573,5
"Carros, vans e utilitários",FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,FIAT,Passeio,2006,10000000,1.0,Flex,Manual,Elétrica,Azul,4 portas,78056847,Cuiabá,Parque Residencial das Nações Indígenas,4000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/carro-886695592,7
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,,2016,20000,,,,,,,78890100,Sorriso,,38000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/hb20-financiamento-facilitado-entrada-minima-de-r-900-886614818,
"Carros, vans e utilitários",FORD FIESTA SE 1.6 8V FLEX 5P,FORD,Hatch,2007,150000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78035040,Cuiabá,Jardim Santa Isabel,16500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-6-hatch-completov-886623646,4
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE  TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,70000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78557591,Sinop,Jardim Dubai,26000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-1-0-trend-2013-70000-prateado-26-000-886604806,5
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2015,145000,1.0,Flex,Manual,Elétrica,Branco,4 portas,78850000,Primavera do Leste,,36900.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/logan-expession-15-15-top-e-com-procedencia-886629373,5
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2010,145660,1.6,Flex,Manual,Hidráulica,Branco,2 portas,78030005,Cuiabá,Cidade Alta,21999.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-6-flex-886599509,1
"Carros, vans e utilitários",FORD KA 1.0 SEL TIVCT FLEX 5P,FORD,Hatch,2018,48500,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78077000,Cuiabá,Santa Cruz,44000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-886601986,9
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL SPECIAL 1.0 TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,,2015,30000,,,,,,,78010080,Cuiabá,Bandeirantes,31900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/financiamos-ate-100-gol-1-0-2015-886591225,
